Employee_ID,First_Name,Last_Name,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1662,Ravi,Mishra,Ravi Mishra,ravi.mishra@hotmail.com,+91-7171110251,Male,54,IT,Data Analyst,hyderabad,2019-08-09,22,1710000,High Performer,True
1605,ananya,sharma,ananya sharma,ananya.sharma@hotmail.com,+91-8732660632,Female,49,Finance,BI Developer,Mumbai,2023-03-30,18,1099068,High Performer,True
1732,Rahul,Pillai,Rahul Pillai,rahul.pillai@gmail.com,+91-7528941040,Female,27,IT,Senior Analyst,Chennai,2000-01-01,11,1079036,Excellent,True
1546,Pooja,Mishra,Pooja Mishra,pooja.mishra@yahoo.com,Unknown,Male,56,Human Resources,Not specified,Pune,2019-06-07,14,60647,Good,True
1460,Vikram,Gupta,Vikram Gupta,vikram.gupta@hotmail.com,+91-6329968072,Male,39,Finance,SQL Developer,Bangalore,2020-04-05,26,1599283,Excellent,True
1762,Divya,Kumar,Divya Kumar,divya.kumar@yahoo.com,+91-9291845202,Unknown,27,Finance,Senior Analyst,chennai,2022-04-20,27,1477356,High Performer,False
1563,Rahul,Nair,Rahul Nair,rahul.nair@outlook.com,+91-9284315878,Unknown,35,Sales,SENIOR ANALYST,Hyderabad,2022-11-16,2,1579435,Good,True
1101,Priya,Iyer,Priya Iyer,priya.iyer@gmail.com,765-6305130,Male,31,Operations,Not specified,Bengaluru,2000-01-01,14,432575,High Performer,True
1149,Priya,Iyer,Priya Iyer,priya.iyer@company.in,+91-8997747622,Male,47,Finance,data analyst,Chennai,2018-07-03,8,1273639,High Performer,False
1131,Vikram,Kumar,Vikram Kumar,vikram.kumar@company.in,+91-6411601358,Male,26,Finance,Data Analyst,Bombay,2018-10-25,14,933738,Excellent,False
1403,Sneha,Mishra,Sneha Mishra,sneha.mishra@yahoo.com,+91-7510236617,Male,49,IT,Data Engineer,Bangalore,2021-04-01,14,544687,Excellent,True
1350,Priya,Kumar,Priya Kumar,priya.kumar@hotmail.com,+91-6055395069,Female,37,Operations,Senior Analyst,Bombay,2021-07-28,12,378039,Average,False
1664,Divya,Reddy,Divya Reddy,divya.reddy@hotmail.com,848-7912120,Unknown,40,Sales,data analyst,Hyderabad,2018-10-28,28,1333108,Average,False
1564,Kiran,Kumar,Kiran Kumar,kiran.kumar@outlook.com,+91-6700204852,Male,29,IT,Data Engineer,hyderabad,2021-03-03,14,60775,Excellent,False
1345,Neha,Pillai,Neha Pillai,neha.pillai@hotmail.com,Unknown,Male,25,Marketing,Finance Analyst,Bangalore,2019-08-26,24,584508,Excellent,True
1572,Sneha,Kumar,Sneha Kumar,sneha.kumar@hotmail.com,+91-9016204712,Unknown,33,Marketing,SQL Developer,Delhi,2022-05-01,10,1078067,Poor,False
1710,Meera,Joshi,Meera Joshi,meera.joshi@gmail.com,+91-6489483401,Male,30,Human Resources,Data Engineer,Chennai,2021-03-12,21,1760632,Average,True
1495,Swati,Mehta,Swati Mehta,Not specified,+91-9934323885,Male,32,Sales,SQL Developer,bangalore,2023-05-07,26,1178972,Average,False
1122,Arjun,Singh,Arjun Singh,arjun.singh@yahoo.com,608-9044980,Male,44,Operations,HR Executive,Mumbai,2022-12-29,16,624058,Good,True
1578,Swati,Joshi,Swati Joshi,swati.joshi@gmail.com,+91-7557220130,Female,38,Finance,Data Engineer,Mumbai,2018-08-10,24,1673470,Not Rated,True
1777,Ravi,Mishra,Ravi Mishra,ravi.mishra@company.in,08566881372,Male,30,Finance,SQL Developer,Bombay,2022-09-15,19,94139,Good,False
1775,Arjun,Sharma,Arjun Sharma,arjun.sharma@yahoo.com,+91-6123521259,Unknown,39,Sales,BI Developer,Bengaluru,2019-08-26,13,886657,Not Rated,False
1488,Suresh,Verma,Suresh Verma,suresh.verma@yahoo.com,+91-6509369768,Male,29,Sales,HR Executive,Not specified,2022-05-09,3,1027322,Good,True
1067,Meera,Joshi,Meera Joshi,meera.joshigmail.com,+91-9679993305,Female,23,IT,Data Engineer,Bangalore,2020-04-07,2,1229841,Not Rated,False
1177,Suresh,Joshi,Suresh Joshi,suresh.joshi@company.in,+91-8955140035,Male,49,Operations,SQL Developer,Delhi,2020-04-15,14,795164,High Performer,False
1608,Vikram,Sharma,Vikram Sharma,vikram.sharma@company.in,+91-6538349165,Male,26,Finance,data analyst,Delhi,2000-01-01,5,508361,Excellent,False
1799,Swati,Kumar,Swati Kumar,swati.kumar@gmail.com,+91-6337605742,Unknown,58,Human Resources,Senior Analyst,hyderabad,2018-11-14,6,1070357,Average,False
1701,Aakash,Iyer,Aakash Iyer,aakash.iyer@gmail.com,+91-9277161790,Female,53,Marketing,BI Developer,hyderabad,2021-04-08,6,1652299,Good,True
1450,Suresh,Kumar,Suresh Kumar,Not specified,+91-6333870589,Female,45,Human Resources,Senior Analyst,Bengaluru,2020-07-25,14,1134959,Not Rated,False
1443,Arjun,Verma,Arjun Verma,arjun.verma@company.in,Unknown,Male,40,Human Resources,SENIOR ANALYST,MUMBAI,2023-06-15,16,556187,Excellent,False
1314,Ananya,Iyer,Ananya Iyer,ananya.iyer@hotmail.com,+91-6182608864,Male,38,Human Resources,Data Analyst,Bengaluru,2000-01-01,18,1253611,Not Rated,True
1347,Priya,Patel,Priya Patel,priya.patel@gmail.com,+91-6140843630,Male,58,Finance,SENIOR ANALYST,Pune,2018-12-23,11,57801,Not Rated,True
1016,Suresh,Verma,Suresh Verma,suresh.verma@outlook.com,+91-8205376329,Female,29,Human Resources,Sql Developer,bangalore,2019-09-26,22,1552305,Average,True
1333,Arjun,Singh,Arjun Singh,invalid-email,+91-8014693343,Unknown,54,Finance,Not specified,Bengaluru,2020-11-30,3,406070,Excellent,True
1558,Meera,Mehta,Meera Mehta,meera.mehta@hotmail.com,916185892639,Female,40,Finance,SQL Developer,Chennai,2019-10-30,29,810800,Average,True
1348,Pooja,Mehta,Pooja Mehta,pooja.mehta@yahoo.com,+91-9951791121,Female,22,Human Resources,Data Engineer,Bengaluru,2021-08-24,2,1484005,Average,True
1287,Meera,Pillai,Meera Pillai,meera.pillai@company.in,+91-8523735861,Male,52,IT,data analyst,Mumbai,2023-01-15,20,1462257,Average,False
1277,Priya,Patel,Priya Patel,priya.patel@yahoo.com,+91-6793631899,Female,31,Human Resources,Finance Analyst,Chennai,2021-09-08,14,752882,Not Rated,True
1380,Arjun,Nair,Arjun Nair,arjun.nair@yahoo.com,+91-6125666952,Female,24,Operations,HR Executive,hyderabad,2022-09-09,25,788633,Poor,True
1299,Pooja,Sharma,Pooja Sharma,pooja.sharma@hotmail.com,896-6835728,Female,48,IT,SQL Developer,Delhi,2022-08-23,26,609443,Not Rated,False
1779,Meera,Patel,Meera Patel,meera.patel@yahoo.com,+91-8150208433,Female,37,Human Resources,BI Developer,Chennai,2023-01-12,16,1549864,Good,True
1782,Aakash,Joshi,Aakash Joshi,aakash.joshi@gmail,+91-8632627835,Unknown,42,Marketing,Data Analyst,Bengaluru,2023-05-21,14,1027322,Not Rated,True
1021,Ravi,Iyer,Ravi Iyer,ravi.iyer@gmail.com,+91-8449142215,Male,26,Finance,BI Developer,Bengaluru,2022-12-23,5,603432,Average,True
1022,Ananya,Verma,Ananya Verma,ananya.verma@yahoo.com,Unknown,Male,29,Human Resources,SENIOR ANALYST,Chennai,2018-10-19,3,1432913,High Performer,True
1615,Rahul,Pillai,Rahul Pillai,rahul.pillai@outlook.com,+91-6060062145,Unknown,25,IT,Not specified,bangalore,2019-12-01,3,665946,Excellent,True
1618,Vikram,Sharma,Vikram Sharma,vikram.sharma@hotmail.com,+91-9074387556,Male,55,Marketing,Senior Analyst,bangalore,2021-01-29,7,33379,Average,False
1577,Ananya,Patel,Ananya Patel,ananya.patel@gmail.com,+91-7210565696,Female,47,Sales,Senior Analyst,Pune,2020-04-11,6,1051288,Average,False
1056,ANANYA,RAO,ANANYA RAO,ananya.rao@hotmail.com,+91-9238482108,Female,40,Marketing,Senior Analyst,hyderabad,2021-01-20,21,798978,Average,False
1526,Neha,Patel,Neha Patel,neha.patel@yahoo.com,+91-9115351748,Female,41,Sales,Data Engineer,Hyderabad,2020-06-08,20,333095,High Performer,True
1455,Rahul,Iyer,Rahul Iyer,rahul.iyer@company.in,962-8964404,Unknown,57,Finance,SQL Developer,Pune,2018-07-11,17,409888,High Performer,True
1580,Sneha,Singh,Sneha Singh,sneha.singh@outlook.com,+91-6795109167,Female,45,Operations,data analyst,Hyderabad,2021-03-19,13,1182818,Excellent,True
1739,Vikram,Iyer,Vikram Iyer,vikram.iyer@hotmail.com,+91-6460955243,Female,58,Human Resources,Senior Analyst,hyderabad,2019-12-07,24,433290,Excellent,True
1420,Vikram,Reddy,Vikram Reddy,vikram.reddy@gmail.com,+91-7523950345,Female,37,Marketing,Finance Analyst,bangalore,2021-07-14,11,1059250,Average,False
1471,Kiran,Mishra,Kiran Mishra,kiran.mishra@company.in,+91-7821460610,Unknown,53,Human Resources,data analyst,Mumbai,2023-03-07,22,528702,Good,False
1165,Ravi,Mehta,Ravi Mehta,ravi.mehta@hotmail.com,+91-6977337913,Unknown,34,Marketing,Manager,Hyderabad,2000-01-01,28,764623,Excellent,True
1213,Arjun,Iyer,Arjun Iyer,Not specified,+91-9270228642,Unknown,56,Marketing,Not specified,Not specified,2022-07-15,25,390943,High Performer,False
1320,Kiran,Verma,Kiran Verma,kiran.verma@gmail.com,+91-6530924113,Female,37,Finance,SQL Developer,Hyderabad,2018-07-21,12,1681819,Not Rated,True
1525,Suresh,Joshi,Suresh Joshi,suresh.joshi@gmail.com,+91-8232212989,Female,48,Operations,SQL Developer,Bombay,2022-04-19,21,1260584,Average,True
1796,Ananya,Pillai,Ananya Pillai,ananya.pillai@outlook.com,917551558895,Female,40,Operations,data analyst,bangalore,2022-07-12,19,365327,Excellent,False
1147,Kiran,Sharma,Kiran Sharma,Not specified,+91-6497024805,Male,22,Sales,SQL Developer,MUMBAI,2021-03-16,11,50,Good,True
1682,Divya,Pillai,Divya Pillai,divya.pillai@outlook.com,+91-7962567118,Unknown,22,Finance,BI Developer,Pune,2023-07-03,17,1193960,Average,False
1609,Swati,Reddy,Swati Reddy,swati.reddy@outlook.com,+91-7340059485,Unknown,46,Human Resources,Data Analyst,Chennai,2019-05-31,10,1328168,Excellent,True
1168,Ananya,Gupta,Ananya Gupta,ananya.gupta@outlook.com,+91-9612454812,Male,41,Human Resources,Manager,hyderabad,2022-05-11,13,1230217,Good,True
1433,Sneha,Iyer,Sneha Iyer,Not specified,+91-8379050651,Female,55,Marketing,SQL Developer,Bangalore,2020-03-27,13,-5000,Excellent,False
1698,Kiran,Reddy,Kiran Reddy,kiran.reddy@outlook.com,+91-9673767577,Unknown,48,Human Resources,Data Engineer,Pune,2019-05-08,10,611078,Excellent,False
1270,Suresh,Verma,Suresh Verma,Not specified,+91-9679815234,Male,25,Finance,data analyst,Mumbai,2022-10-07,18,9999999,Good,False
1180,Ananya,Joshi,Ananya Joshi,ananya.joshi@hotmail.com,Unknown,Female,31,Operations,Data Analyst,Pune,2021-07-06,12,1527598,Excellent,True
1496,Ananya,Patel,Ananya Patel,ananya.patel@hotmail.com,+91-8916845891,Male,27,Finance,data analyst,Pune,2022-10-17,29,981963,Average,True
1213,Unknown,Unknown,Unknown,employee94@hotmail.com,+91-6054914778,Male,40,Finance,data analyst,Mumbai,2022-09-02,11,1552821,Excellent,True
1632,Arjun,Verma,Arjun Verma,Not specified,+91-8111613686,Female,55,Human Resources,Data Analyst,hyderabad,2020-09-06,14,1251510,Average,True
1232,Divya,Iyer,Divya Iyer,divya.iyer@gmail.com,+91-7702395148,Female,45,IT,HR Executive,Not specified,2018-01-03,0,1202193,Good,False
1192,Arjun,Iyer,Arjun Iyer,arjun.iyer@outlook.com,+91-8828443248,Male,27,Sales,SQL Developer,Hyderabad,2021-09-29,9,44996,Excellent,False
1589,Meera,Rao,Meera Rao,meera.rao@gmail.com,+91-6512036736,Unknown,54,Finance,SQL Developer,bangalore,2021-05-14,16,1665071,Not Rated,False
1660,Swati,Sharma,Swati Sharma,swati.sharma@outlook.com,+91-7720668210,Female,47,Human Resources,Data Analyst,Not specified,2023-02-02,28,1456233,High Performer,False
1019,Rahul,Iyer,Rahul Iyer,rahul.iyer@gmail.com,+91-6436893312,Male,40,Operations,Finance Analyst,Not specified,2018-05-09,9,750936,Excellent,True
1731,Ananya,Patel,Ananya Patel,ananya.patel@hotmail.com,+91-9832947482,Unknown,30,Sales,SQL Developer,MUMBAI,2018-08-28,6,779185,High Performer,True
1301,Sneha,Mehta,Sneha Mehta,sneha.mehta@outlook.com,+91-6277929117,Female,38,Finance,SQL Developer,Bangalore,2020-10-28,0,1251056,Excellent,True
1614,Aakash,Nair,Aakash Nair,aakash.nair@gmail.com,+91-6855069520,Male,47,Sales,BI Developer,chennai,2018-03-06,30,499409,Excellent,True
1068,Kiran,Mishra,Kiran Mishra,kiran.mishra@gmail.com,+91-8555337302,Male,42,Human Resources,SENIOR ANALYST,bangalore,2021-09-30,8,955409,Excellent,False
1108,Aakash,Sharma,Aakash Sharma,aakash.sharma@hotmail.com,+91-7736408179,Female,39,Marketing,Manager,Delhi,2022-07-26,16,1084966,Excellent,True
1057,Swati,Iyer,Swati Iyer,swati.iyer@gmail.com,Unknown,Female,34,Sales,SENIOR ANALYST,Pune,2022-08-14,29,1740368,Average,False
1013,Vikram,Verma,Vikram Verma,vikram.verma@gmail.com,+91-9248296389,Female,28,Finance,Data Engineer,Bengaluru,2018-09-04,3,440788,Good,True
1513,Unknown,Unknown,Unknown,employee108@hotmail.com,+91-8765233838,Male,32,Operations,Finance Analyst,Chennai,2020-02-08,14,41188,Poor,False
1777,Meera,Sharma,Meera Sharma,meera.sharma@gmail.com,+91-7529426298,Male,42,Sales,BI Developer,bangalore,2021-06-07,4,42656,Excellent,False
1214,Meera,Singh,Meera Singh,meera.singh@company.in,+91-8590575789,Unknown,56,Finance,Finance Analyst,Chennai,2018-06-14,28,1081497,Not Rated,True
1338,Kiran,Mishra,Kiran Mishra,kiran.mishra@outlook.com,+91-8081052775,Male,35,Finance,SQL Developer,Bombay,2021-07-13,7,1466794,Good,True
1005,vikram,rao,vikram rao,vikram.rao@gmail.com,+91-6632966915,Male,51,Finance,Not specified,Pune,2022-10-23,9,9999999,Excellent,True
1366,Meera,Pillai,Meera Pillai,Not specified,+91-6464013969,Male,29,IT,Senior Analyst,bangalore,2000-01-01,14,1161528,Not Rated,False
1749,rahul,mehta,rahul mehta,rahul.mehta@outlook.com,918135774649,Male,41,IT,Not specified,hyderabad,2020-04-15,6,1695320,High Performer,True
1549,Aakash,Iyer,Aakash Iyer,aakash.iyer@outlook.com,06293039905,Female,24,Sales,BI Developer,Pune,2022-11-03,23,1186962,Average,False
1262,Suresh,Kumar,Suresh Kumar,suresh.kumar@yahoo.com,+91-8917160520,Male,42,Marketing,SQL Developer,Mumbai,2000-01-01,15,407890,Excellent,True
1288,Vikram,Iyer,Vikram Iyer,Not specified,+91-7300312565,Unknown,37,IT,Sql Developer,bangalore,2021-08-07,26,1559151,Excellent,True
1582,divya,reddy,divya reddy,Not specified,+91-6413749776,Female,47,Sales,SENIOR ANALYST,Chennai,2021-07-08,22,517266,Good,True
1050,Pooja,Gupta,Pooja Gupta,pooja.gupta@yahoo.com,+91-8839319571,Male,41,Sales,Data Analyst,bangalore,2018-04-14,29,746145,Excellent,True
1203,Divya,Rao,Divya Rao,divya.rao@company.in,+91-9296697093,Female,33,IT,Senior Analyst,Mumbai,2019-03-28,5,1311224,Excellent,True
1125,Divya,Mehta,Divya Mehta,divya.mehta@gmail.com,+91-8001548533,Unknown,40,IT,HR Executive,Hyderabad,2019-07-08,14,526950,Average,False
1758,Aakash,Pillai,Aakash Pillai,aakash.pillai@gmail.com,+91-8843668785,Male,50,IT,SQL Developer,Not specified,2000-01-01,12,1466573,Good,True
1629,Meera,Rao,Meera Rao,meera.rao@company.in,+91-8168076965,Male,57,Sales,Data Analyst,Chennai,2000-01-01,2,884199,Average,True
1329,Arjun,Pillai,Arjun Pillai,arjun.pillai@company.in,+91-7475817955,Unknown,51,Sales,Data Engineer,Bengaluru,2021-05-11,10,1199913,Average,True
1774,aakash,patel,aakash patel,aakash.patel@hotmail.com,+91-8321554322,Unknown,30,Marketing,Finance Analyst,bangalore,2020-03-11,26,1603849,Good,True
1401,Divya,Joshi,Divya Joshi,divya.joshi@company.in,+91-9281204295,Female,25,Sales,data analyst,hyderabad,2000-01-01,29,1647837,Excellent,True
1012,Ananya,Pillai,Ananya Pillai,Not specified,Unknown,Unknown,36,Human Resources,Finance Analyst,Chennai,2022-12-19,27,1577154,High Performer,False
1794,Rahul,Kumar,Rahul Kumar,rahul.kumar@outlook.com,+91-6511677101,Male,47,IT,Sql Developer,MUMBAI,2022-01-26,23,1754314,Excellent,True
1184,Divya,Gupta,Divya Gupta,divya.gupta@outlook.com,+91-7351021444,Unknown,27,Operations,HR Executive,MUMBAI,2022-04-12,19,678359,Excellent,False
1315,Sneha,Joshi,Sneha Joshi,sneha.joshi@gmail.com,+91-7900764163,Male,38,Human Resources,data analyst,Bengaluru,2021-10-07,20,947987,High Performer,False
1623,Ananya,Nair,Ananya Nair,ananya.nair@gmail.com,+91-6141131770,Female,26,Sales,data analyst,Mumbai,2021-05-06,12,1036149,Poor,False
1757,Ananya,Patel,Ananya Patel,ananya.patel@yahoo.com,+91-8832148790,Unknown,40,Finance,Not specified,Bangalore,2019-12-07,14,1027322,Good,False
1215,Pooja,Kumar,Pooja Kumar,pooja.kumar@hotmail.com,+91-7301566516,Unknown,40,Sales,HR Executive,Pune,2021-11-02,10,1487661,Excellent,False
1201,Ravi,Patel,Ravi Patel,ravi.patel@gmail.com,+91-6704994153,Female,27,Human Resources,data analyst,Bombay,2000-01-01,4,445931,High Performer,False
1097,Priya,Joshi,Priya Joshi,priya.joshi@yahoo.com,+91-6577622607,Male,43,Marketing,Finance Analyst,Delhi,2000-01-01,22,1627857,Excellent,False
1491,Neha,Patel,Neha Patel,neha.patel@gmail.com,+91-7671087985,Male,51,IT,Sql Developer,MUMBAI,2023-03-05,1,492429,Good,True
1305,Swati,Pillai,Swati Pillai,Not specified,+91-6469792084,Female,40,Finance,data analyst,Pune,2023-03-06,12,751166,Good,False
1446,Meera,Rao,Meera Rao,meera.rao@outlook.com,+91-8106912159,Female,47,Marketing,Manager,Bombay,2018-11-26,24,1251364,High Performer,True
1529,MEERA,SINGH,MEERA SINGH,Not specified,+91-8943659619,Female,46,Human Resources,SENIOR ANALYST,Bangalore,2022-04-25,16,1076057,High Performer,True
1646,Rahul,Iyer,Rahul Iyer,rahul.iyer@yahoo.com,+91-8017854580,Unknown,33,IT,SENIOR ANALYST,Pune,2018-02-16,14,980280,Good,True
1713,RAHUL,NAIR,RAHUL NAIR,rahul.nair@yahoo.com,+91-9669411645,Male,33,Finance,Not specified,Bengaluru,2023-04-03,12,1490329,Excellent,True
1199,Unknown,Unknown,Unknown,employee142@company.in,+91-6239389148,Unknown,50,Marketing,Not specified,MUMBAI,2018-05-18,10,410328,Excellent,True
1780,Neha,Kumar,Neha Kumar,neha.kumar@gmail.com,+91-8124682213,Female,24,IT,HR Executive,Not specified,2019-02-11,2,1595700,Good,False
1281,Unknown,Unknown,Unknown,Not specified,+91-7622628777,Female,37,Human Resources,Data Engineer,Pune,2020-07-18,8,1027322,Poor,False
1300,Meera,Rao,Meera Rao,meera.rao@outlook.com,+91-7515108851,Female,53,Sales,data analyst,Bombay,2018-07-02,14,88079,Average,True
1193,Priya,Kumar,Priya Kumar,priya.kumar@yahoo.com,+91-7221649922,Unknown,57,Human Resources,HR Executive,hyderabad,2023-05-09,4,1318506,Good,False
1429,Neha,Sharma,Neha Sharma,neha.sharma@outlook.com,+91-6120890371,Female,27,Finance,SQL Developer,Hyderabad,2020-01-03,15,1168606,Not Rated,False
1088,Pooja,Mehta,Pooja Mehta,pooja.mehta@hotmail.com,+91-6550606479,Male,30,Operations,data analyst,Bangalore,2019-02-19,15,1374468,Not Rated,True
1788,Kiran,Verma,Kiran Verma,kiran.verma@yahoo.com,+91-7498414375,Unknown,55,Marketing,Finance Analyst,chennai,2023-02-19,18,86349,Poor,True
1543,Suresh,Iyer,Suresh Iyer,suresh.iyer@outlook.com,+91-8508119100,Unknown,56,IT,SQL Developer,Bangalore,2000-01-01,19,118895,Good,False
1018,Meera,Nair,Meera Nair,meera.nair@hotmail.com,Unknown,Male,46,IT,Data Analyst,Chennai,2021-01-20,16,1320542,Excellent,True
1035,Ravi,Patel,Ravi Patel,ravi.patel@gmail.com,+91-7634550216,Unknown,44,Sales,BI Developer,Pune,2020-08-08,2,946802,Poor,True
1703,Meera,Iyer,Meera Iyer,meera.iyer@company.in,07769224170,Female,53,IT,Senior Analyst,Pune,2019-02-24,13,1027322,Not Rated,True
1154,Priya,Nair,Priya Nair,priya.nair@hotmail.com,+91-8783494552,Unknown,58,Sales,SENIOR ANALYST,Not specified,2021-10-20,29,1556875,High Performer,True
1306,Neha,Kumar,Neha Kumar,neha.kumar@gmail.com,+91-6364821968,Female,46,Marketing,Manager,Chennai,2018-06-10,3,0,Excellent,True
1106,Unknown,Unknown,Unknown,employee156@yahoo.com,+91-6281321374,Female,23,Finance,Data Engineer,Not specified,2018-01-01,13,742989,Average,True
1509,Ravi,Singh,Ravi Singh,ravi.singh@hotmail.com,+91-6491650481,Male,36,Finance,Senior Analyst,Bengaluru,2018-08-19,6,835863,Excellent,False
1421,Unknown,Unknown,Unknown,employee158@hotmail.com,+91-6084662344,Male,40,Human Resources,SENIOR ANALYST,MUMBAI,2022-03-17,19,551625,Excellent,False
1732,Aakash,Mehta,Aakash Mehta,aakash.mehta@outlook.com,+91-6160535661,Male,39,IT,HR Executive,chennai,2019-05-03,24,1027322,Average,False
1185,Arjun,Verma,Arjun Verma,arjun.verma@yahoo.com,+91-9708139559,Female,40,Finance,HR Executive,chennai,2000-01-01,11,668458,Not Rated,True
1641,Meera,Pillai,Meera Pillai,Not specified,+91-8210876606,Female,36,Marketing,HR Executive,Not specified,2020-10-12,25,1416906,High Performer,False
1428,Divya,Mishra,Divya Mishra,divya.mishra@company.in,+91-7145119397,Female,28,IT,Data Engineer,MUMBAI,2020-10-02,4,1349126,Not Rated,True
1494,Meera,Pillai,Meera Pillai,meera.pillai@company.in,Unknown,Female,37,IT,Manager,Mumbai,2019-01-25,29,1700998,Average,True
1103,Meera,Nair,Meera Nair,meera.nair@gmail.com,+91-7359418693,Female,25,Human Resources,Data Analyst,Bengaluru,2020-05-07,6,451153,Not Rated,True
1646,Neha,Joshi,Neha Joshi,neha.joshi@gmail.com,+91-7676329121,Unknown,36,Sales,Manager,bangalore,2022-12-31,4,388714,Poor,False
1665,Kiran,Patel,Kiran Patel,kiran.patel@hotmail.com,+91-6419728551,Male,46,IT,Finance Analyst,MUMBAI,2019-09-21,27,1264174,High Performer,True
1199,Divya,Joshi,Divya Joshi,divya.joshi@gmail.com,+91-6429740169,Female,33,IT,BI Developer,Hyderabad,2021-04-28,2,956535,Excellent,True
1057,Rahul,Nair,Rahul Nair,Not specified,+91-6884369501,Male,42,Finance,Data Analyst,Mumbai,2022-01-26,19,1502506,Excellent,False
